CHROM START_BIN END_BIN class cluster cluster_start cluster_size cluster_end isotype
V 718000 719000 both yes 682000 39000 721000 CB4856
V 719000 720000 short_only yes 682000 39000 721000 CB4856
V 720000 721000 short_only yes 682000 39000 721000 CB4856
V 2259000 2260000 short_only yes 2259000 17000 2276000 CB4856
V 2260000 2261000 both yes 2259000 17000 2276000 CB4856
V 2261000 2262000 both yes 2259000 17000 2276000 CB4856
V 2262000 2263000 both yes 2259000 17000 2276000 CB4856
V 2263000 2264000 both yes 2259000 17000 2276000 CB4856
V 2264000 2265000 both yes 2259000 17000 2276000 CB4856
V 2265000 2266000 both yes 2259000 17000 2276000 CB4856
V 2266000 2267000 both yes 2259000 17000 2276000 CB4856
V 2267000 2268000 both yes 2259000 17000 2276000 CB4856
V 2268000 2269000 both yes 2259000 17000 2276000 CB4856
V 2269000 2270000 both yes 2259000 17000 2276000 CB4856
V 2270000 2271000 both yes 2259000 17000 2276000 CB4856
V 2271000 2272000 both yes 2259000 17000 2276000 CB4856
V 2272000 2273000 both yes 2259000 17000 2276000 CB4856
V 2273000 2274000 both yes 2259000 17000 2276000 CB4856
V 2274000 2275000 both yes 2259000 17000 2276000 CB4856
V 2275000 2276000 short_only yes 2259000 17000 2276000 CB4856
V 2285000 2286000 both yes 2285000 18000 2303000 CB4856
V 2286000 2287000 both yes 2285000 18000 2303000 CB4856
V 2287000 2288000 both yes 2285000 18000 2303000 CB4856
V 2288000 2289000 both yes 2285000 18000 2303000 CB4856
V 2289000 2290000 both yes 2285000 18000 2303000 CB4856
V 2290000 2291000 both yes 2285000 18000 2303000 CB4856
V 2291000 2292000 both yes 2285000 18000 2303000 CB4856
V 2292000 2293000 both yes 2285000 18000 2303000 CB4856
V 2293000 2294000 both yes 2285000 18000 2303000 CB4856
V 2294000 2295000 both yes 2285000 18000 2303000 CB4856
V 2295000 2296000 both yes 2285000 18000 2303000 CB4856
V 2296000 2297000 both yes 2285000 18000 2303000 CB4856
V 2297000 2298000 both yes 2285000 18000 2303000 CB4856
V 2298000 2299000 both yes 2285000 18000 2303000 CB4856
V 2299000 2300000 both yes 2285000 18000 2303000 CB4856
V 2300000 2301000 both yes 2285000 18000 2303000 CB4856
V 2301000 2302000 both yes 2285000 18000 2303000 CB4856
V 2302000 2303000 short_only yes 2285000 18000 2303000 CB4856
V 2347000 2348000 long_only yes 2347000 130000 2477000 CB4856
V 2348000 2349000 long_only yes 2347000 130000 2477000 CB4856
V 2349000 2350000 long_only yes 2347000 130000 2477000 CB4856
V 2350000 2351000 long_only yes 2347000 130000 2477000 CB4856
V 2351000 2352000 long_only yes 2347000 130000 2477000 CB4856
V 2352000 2353000 long_only yes 2347000 130000 2477000 CB4856
V 2353000 2354000 long_only yes 2347000 130000 2477000 CB4856
V 2354000 2355000 long_only yes 2347000 130000 2477000 CB4856
V 2355000 2356000 long_only yes 2347000 130000 2477000 CB4856
V 2356000 2357000 long_only yes 2347000 130000 2477000 CB4856
V 2357000 2358000 long_only yes 2347000 130000 2477000 CB4856
V 2358000 2359000 long_only yes 2347000 130000 2477000 CB4856
V 2359000 2360000 long_only yes 2347000 130000 2477000 CB4856
V 2360000 2361000 long_only yes 2347000 130000 2477000 CB4856
V 2361000 2362000 long_only yes 2347000 130000 2477000 CB4856
V 2362000 2363000 long_only yes 2347000 130000 2477000 CB4856
V 2363000 2364000 long_only yes 2347000 130000 2477000 CB4856
V 2364000 2365000 long_only yes 2347000 130000 2477000 CB4856
V 2365000 2366000 long_only yes 2347000 130000 2477000 CB4856
V 2366000 2367000 long_only yes 2347000 130000 2477000 CB4856
V 2367000 2368000 long_only yes 2347000 130000 2477000 CB4856
V 2368000 2369000 long_only yes 2347000 130000 2477000 CB4856
V 2369000 2370000 long_only yes 2347000 130000 2477000 CB4856
V 2370000 2371000 long_only yes 2347000 130000 2477000 CB4856
V 2371000 2372000 long_only yes 2347000 130000 2477000 CB4856
V 2372000 2373000 long_only yes 2347000 130000 2477000 CB4856
V 2373000 2374000 long_only yes 2347000 130000 2477000 CB4856
V 2374000 2375000 long_only yes 2347000 130000 2477000 CB4856
V 2375000 2376000 long_only yes 2347000 130000 2477000 CB4856
V 2376000 2377000 long_only yes 2347000 130000 2477000 CB4856
V 2377000 2378000 long_only yes 2347000 130000 2477000 CB4856
V 2378000 2379000 long_only yes 2347000 130000 2477000 CB4856
V 2379000 2380000 long_only yes 2347000 130000 2477000 CB4856
V 2380000 2381000 long_only yes 2347000 130000 2477000 CB4856
V 2381000 2382000 long_only yes 2347000 130000 2477000 CB4856
V 2382000 2383000 long_only yes 2347000 130000 2477000 CB4856
V 2383000 2384000 long_only yes 2347000 130000 2477000 CB4856
V 2384000 2385000 long_only yes 2347000 130000 2477000 CB4856
V 2385000 2386000 long_only yes 2347000 130000 2477000 CB4856
V 2386000 2387000 long_only yes 2347000 130000 2477000 CB4856
V 2387000 2388000 long_only yes 2347000 130000 2477000 CB4856
V 2388000 2389000 long_only yes 2347000 130000 2477000 CB4856
V 2389000 2390000 long_only yes 2347000 130000 2477000 CB4856
V 2390000 2391000 long_only yes 2347000 130000 2477000 CB4856
V 2391000 2392000 long_only yes 2347000 130000 2477000 CB4856
V 2392000 2393000 long_only yes 2347000 130000 2477000 CB4856
V 2393000 2394000 long_only yes 2347000 130000 2477000 CB4856
V 2394000 2395000 long_only yes 2347000 130000 2477000 CB4856
V 2395000 2396000 long_only yes 2347000 130000 2477000 CB4856
V 2396000 2397000 long_only yes 2347000 130000 2477000 CB4856
V 2397000 2398000 long_only yes 2347000 130000 2477000 CB4856
V 2398000 2399000 long_only yes 2347000 130000 2477000 CB4856
V 2399000 2400000 long_only yes 2347000 130000 2477000 CB4856
V 2400000 2401000 long_only yes 2347000 130000 2477000 CB4856
V 2401000 2402000 long_only yes 2347000 130000 2477000 CB4856
V 2402000 2403000 long_only yes 2347000 130000 2477000 CB4856
V 2403000 2404000 long_only yes 2347000 130000 2477000 CB4856
V 2404000 2405000 long_only yes 2347000 130000 2477000 CB4856
V 2405000 2406000 long_only yes 2347000 130000 2477000 CB4856
V 2406000 2407000 long_only yes 2347000 130000 2477000 CB4856
V 2407000 2408000 long_only yes 2347000 130000 2477000 CB4856
V 2408000 2409000 long_only yes 2347000 130000 2477000 CB4856
V 2409000 2410000 long_only yes 2347000 130000 2477000 CB4856
V 2410000 2411000 long_only yes 2347000 130000 2477000 CB4856
V 2411000 2412000 long_only yes 2347000 130000 2477000 CB4856
V 2412000 2413000 long_only yes 2347000 130000 2477000 CB4856
V 2413000 2414000 long_only yes 2347000 130000 2477000 CB4856
V 2414000 2415000 long_only yes 2347000 130000 2477000 CB4856
V 2415000 2416000 long_only yes 2347000 130000 2477000 CB4856
V 2416000 2417000 long_only yes 2347000 130000 2477000 CB4856
V 2417000 2418000 long_only yes 2347000 130000 2477000 CB4856
V 2418000 2419000 long_only yes 2347000 130000 2477000 CB4856
V 2419000 2420000 long_only yes 2347000 130000 2477000 CB4856
V 2420000 2421000 long_only yes 2347000 130000 2477000 CB4856
V 2421000 2422000 long_only yes 2347000 130000 2477000 CB4856
V 2422000 2423000 long_only yes 2347000 130000 2477000 CB4856
V 2423000 2424000 long_only yes 2347000 130000 2477000 CB4856
V 2424000 2425000 long_only yes 2347000 130000 2477000 CB4856
V 2425000 2426000 long_only yes 2347000 130000 2477000 CB4856
V 2426000 2427000 long_only yes 2347000 130000 2477000 CB4856
V 2427000 2428000 long_only yes 2347000 130000 2477000 CB4856
V 2428000 2429000 long_only yes 2347000 130000 2477000 CB4856
V 2429000 2430000 long_only yes 2347000 130000 2477000 CB4856
V 2430000 2431000 long_only yes 2347000 130000 2477000 CB4856
V 2431000 2432000 long_only yes 2347000 130000 2477000 CB4856
V 2432000 2433000 long_only yes 2347000 130000 2477000 CB4856
V 2433000 2434000 long_only yes 2347000 130000 2477000 CB4856
V 2434000 2435000 long_only yes 2347000 130000 2477000 CB4856
V 2435000 2436000 long_only yes 2347000 130000 2477000 CB4856
V 2436000 2437000 long_only yes 2347000 130000 2477000 CB4856
V 2437000 2438000 long_only yes 2347000 130000 2477000 CB4856
V 2438000 2439000 long_only yes 2347000 130000 2477000 CB4856
V 2439000 2440000 long_only yes 2347000 130000 2477000 CB4856
V 2440000 2441000 long_only yes 2347000 130000 2477000 CB4856
V 2441000 2442000 long_only yes 2347000 130000 2477000 CB4856
V 2442000 2443000 long_only yes 2347000 130000 2477000 CB4856
V 2443000 2444000 long_only yes 2347000 130000 2477000 CB4856
V 2444000 2445000 long_only yes 2347000 130000 2477000 CB4856
V 2445000 2446000 long_only yes 2347000 130000 2477000 CB4856
V 2446000 2447000 long_only yes 2347000 130000 2477000 CB4856
V 2447000 2448000 long_only yes 2347000 130000 2477000 CB4856
V 2448000 2449000 long_only yes 2347000 130000 2477000 CB4856
V 2449000 2450000 long_only yes 2347000 130000 2477000 CB4856
V 2450000 2451000 long_only yes 2347000 130000 2477000 CB4856
V 2451000 2452000 long_only yes 2347000 130000 2477000 CB4856
V 2452000 2453000 long_only yes 2347000 130000 2477000 CB4856
V 2453000 2454000 long_only yes 2347000 130000 2477000 CB4856
V 2454000 2455000 long_only yes 2347000 130000 2477000 CB4856
V 2455000 2456000 long_only yes 2347000 130000 2477000 CB4856
V 2456000 2457000 long_only yes 2347000 130000 2477000 CB4856
V 2457000 2458000 long_only yes 2347000 130000 2477000 CB4856
V 2458000 2459000 long_only yes 2347000 130000 2477000 CB4856
V 2459000 2460000 long_only yes 2347000 130000 2477000 CB4856
V 2460000 2461000 long_only yes 2347000 130000 2477000 CB4856
V 2461000 2462000 long_only yes 2347000 130000 2477000 CB4856
V 2462000 2463000 long_only yes 2347000 130000 2477000 CB4856
V 2463000 2464000 long_only yes 2347000 130000 2477000 CB4856
V 2464000 2465000 long_only yes 2347000 130000 2477000 CB4856
V 2465000 2466000 long_only yes 2347000 130000 2477000 CB4856
V 2466000 2467000 long_only yes 2347000 130000 2477000 CB4856
V 2467000 2468000 long_only yes 2347000 130000 2477000 CB4856
V 2468000 2469000 long_only yes 2347000 130000 2477000 CB4856
V 2469000 2470000 long_only yes 2347000 130000 2477000 CB4856
V 2470000 2471000 long_only yes 2347000 130000 2477000 CB4856
V 2471000 2472000 long_only yes 2347000 130000 2477000 CB4856
V 2472000 2473000 long_only yes 2347000 130000 2477000 CB4856
V 2473000 2474000 long_only yes 2347000 130000 2477000 CB4856
V 2474000 2475000 long_only yes 2347000 130000 2477000 CB4856
V 2475000 2476000 long_only yes 2347000 130000 2477000 CB4856
V 2476000 2477000 long_only yes 2347000 130000 2477000 CB4856
V 2496000 2497000 long_only yes 2496000 67000 2563000 CB4856
V 2497000 2498000 long_only yes 2496000 67000 2563000 CB4856
V 2498000 2499000 long_only yes 2496000 67000 2563000 CB4856
V 2499000 2500000 long_only yes 2496000 67000 2563000 CB4856
V 2500000 2501000 long_only yes 2496000 67000 2563000 CB4856
V 2501000 2502000 long_only yes 2496000 67000 2563000 CB4856
V 2502000 2503000 long_only yes 2496000 67000 2563000 CB4856
V 2503000 2504000 long_only yes 2496000 67000 2563000 CB4856
V 2504000 2505000 long_only yes 2496000 67000 2563000 CB4856
V 2505000 2506000 long_only yes 2496000 67000 2563000 CB4856
V 2506000 2507000 long_only yes 2496000 67000 2563000 CB4856
V 2507000 2508000 long_only yes 2496000 67000 2563000 CB4856
V 2508000 2509000 long_only yes 2496000 67000 2563000 CB4856
V 2509000 2510000 long_only yes 2496000 67000 2563000 CB4856
V 2510000 2511000 long_only yes 2496000 67000 2563000 CB4856
V 2511000 2512000 long_only yes 2496000 67000 2563000 CB4856
V 2512000 2513000 long_only yes 2496000 67000 2563000 CB4856
V 2513000 2514000 long_only yes 2496000 67000 2563000 CB4856
V 2514000 2515000 long_only yes 2496000 67000 2563000 CB4856
V 2515000 2516000 long_only yes 2496000 67000 2563000 CB4856
V 2516000 2517000 long_only yes 2496000 67000 2563000 CB4856
V 2517000 2518000 long_only yes 2496000 67000 2563000 CB4856
V 2518000 2519000 long_only yes 2496000 67000 2563000 CB4856
V 2519000 2520000 long_only yes 2496000 67000 2563000 CB4856
V 2520000 2521000 long_only yes 2496000 67000 2563000 CB4856
V 2521000 2522000 long_only yes 2496000 67000 2563000 CB4856
V 2522000 2523000 long_only yes 2496000 67000 2563000 CB4856
V 2523000 2524000 long_only yes 2496000 67000 2563000 CB4856
V 2524000 2525000 long_only yes 2496000 67000 2563000 CB4856
V 2525000 2526000 long_only yes 2496000 67000 2563000 CB4856
V 2526000 2527000 long_only yes 2496000 67000 2563000 CB4856
V 2527000 2528000 long_only yes 2496000 67000 2563000 CB4856
V 2528000 2529000 long_only yes 2496000 67000 2563000 CB4856
V 2529000 2530000 long_only yes 2496000 67000 2563000 CB4856
V 2530000 2531000 long_only yes 2496000 67000 2563000 CB4856
V 2531000 2532000 long_only yes 2496000 67000 2563000 CB4856
V 2532000 2533000 long_only yes 2496000 67000 2563000 CB4856
V 2533000 2534000 long_only yes 2496000 67000 2563000 CB4856
V 2534000 2535000 long_only yes 2496000 67000 2563000 CB4856
V 2535000 2536000 long_only yes 2496000 67000 2563000 CB4856
V 2536000 2537000 long_only yes 2496000 67000 2563000 CB4856
V 2537000 2538000 long_only yes 2496000 67000 2563000 CB4856
V 2538000 2539000 long_only yes 2496000 67000 2563000 CB4856
V 2539000 2540000 long_only yes 2496000 67000 2563000 CB4856
V 2540000 2541000 long_only yes 2496000 67000 2563000 CB4856
V 2541000 2542000 long_only yes 2496000 67000 2563000 CB4856
V 2542000 2543000 long_only yes 2496000 67000 2563000 CB4856
V 2543000 2544000 long_only yes 2496000 67000 2563000 CB4856
V 2544000 2545000 long_only yes 2496000 67000 2563000 CB4856
V 2545000 2546000 long_only yes 2496000 67000 2563000 CB4856
V 2546000 2547000 long_only yes 2496000 67000 2563000 CB4856
V 2547000 2548000 long_only yes 2496000 67000 2563000 CB4856
V 2548000 2549000 long_only yes 2496000 67000 2563000 CB4856
V 2549000 2550000 long_only yes 2496000 67000 2563000 CB4856
V 2550000 2551000 long_only yes 2496000 67000 2563000 CB4856
V 2551000 2552000 long_only yes 2496000 67000 2563000 CB4856
V 2552000 2553000 long_only yes 2496000 67000 2563000 CB4856
V 2553000 2554000 long_only yes 2496000 67000 2563000 CB4856
V 2554000 2555000 long_only yes 2496000 67000 2563000 CB4856
V 2555000 2556000 long_only yes 2496000 67000 2563000 CB4856
V 2556000 2557000 long_only yes 2496000 67000 2563000 CB4856
V 2557000 2558000 long_only yes 2496000 67000 2563000 CB4856
V 2558000 2559000 long_only yes 2496000 67000 2563000 CB4856
V 2559000 2560000 long_only yes 2496000 67000 2563000 CB4856
V 2560000 2561000 long_only yes 2496000 67000 2563000 CB4856
V 2561000 2562000 long_only yes 2496000 67000 2563000 CB4856
V 2562000 2563000 long_only yes 2496000 67000 2563000 CB4856
V 2581000 2582000 short_only yes 2581000 11000 2592000 CB4856
V 2582000 2583000 both yes 2581000 11000 2592000 CB4856
V 2583000 2584000 both yes 2581000 11000 2592000 CB4856
V 2584000 2585000 both yes 2581000 11000 2592000 CB4856
V 2585000 2586000 both yes 2581000 11000 2592000 CB4856
V 2586000 2587000 both yes 2581000 11000 2592000 CB4856
V 2587000 2588000 both yes 2581000 11000 2592000 CB4856
V 2588000 2589000 both yes 2581000 11000 2592000 CB4856
V 2589000 2590000 both yes 2581000 11000 2592000 CB4856
V 2590000 2591000 both yes 2581000 11000 2592000 CB4856
V 2591000 2592000 both yes 2581000 11000 2592000 CB4856
V 2697000 2698000 short_only yes 2697000 10000 2707000 CB4856
V 2698000 2699000 short_only yes 2697000 10000 2707000 CB4856
V 2699000 2700000 short_only yes 2697000 10000 2707000 CB4856
V 2700000 2701000 short_only yes 2697000 10000 2707000 CB4856
V 2701000 2702000 short_only yes 2697000 10000 2707000 CB4856
V 2702000 2703000 short_only yes 2697000 10000 2707000 CB4856
V 2703000 2704000 short_only yes 2697000 10000 2707000 CB4856
V 2704000 2705000 short_only yes 2697000 10000 2707000 CB4856
V 2705000 2706000 short_only yes 2697000 10000 2707000 CB4856
V 2706000 2707000 short_only yes 2697000 10000 2707000 CB4856
V 2802000 2803000 short_only yes 2802000 20000 2822000 CB4856
V 2803000 2804000 both yes 2802000 20000 2822000 CB4856
V 2804000 2805000 both yes 2802000 20000 2822000 CB4856
V 2805000 2806000 both yes 2802000 20000 2822000 CB4856
V 2806000 2807000 both yes 2802000 20000 2822000 CB4856
V 2807000 2808000 both yes 2802000 20000 2822000 CB4856
V 2808000 2809000 both yes 2802000 20000 2822000 CB4856
V 2809000 2810000 both yes 2802000 20000 2822000 CB4856
V 2810000 2811000 both yes 2802000 20000 2822000 CB4856
V 2811000 2812000 both yes 2802000 20000 2822000 CB4856
V 2812000 2813000 both yes 2802000 20000 2822000 CB4856
V 2813000 2814000 both yes 2802000 20000 2822000 CB4856
V 2814000 2815000 both yes 2802000 20000 2822000 CB4856
V 2815000 2816000 both yes 2802000 20000 2822000 CB4856
V 2816000 2817000 both yes 2802000 20000 2822000 CB4856
V 2817000 2818000 both yes 2802000 20000 2822000 CB4856
V 2818000 2819000 both yes 2802000 20000 2822000 CB4856
V 2819000 2820000 both yes 2802000 20000 2822000 CB4856
V 2820000 2821000 both yes 2802000 20000 2822000 CB4856
V 2821000 2822000 short_only yes 2802000 20000 2822000 CB4856
V 3277000 3278000 short_only yes 3277000 10000 3287000 CB4856
V 3278000 3279000 short_only yes 3277000 10000 3287000 CB4856
V 3279000 3280000 short_only yes 3277000 10000 3287000 CB4856
V 3280000 3281000 short_only yes 3277000 10000 3287000 CB4856
V 3281000 3282000 short_only yes 3277000 10000 3287000 CB4856
V 3282000 3283000 short_only yes 3277000 10000 3287000 CB4856
V 3283000 3284000 short_only yes 3277000 10000 3287000 CB4856
V 3284000 3285000 short_only yes 3277000 10000 3287000 CB4856
V 3285000 3286000 short_only yes 3277000 10000 3287000 CB4856
V 3286000 3287000 short_only yes 3277000 10000 3287000 CB4856
V 3331000 3332000 both yes 3331000 115000 3446000 CB4856
V 3332000 3333000 both yes 3331000 115000 3446000 CB4856
V 3333000 3334000 both yes 3331000 115000 3446000 CB4856
V 3334000 3335000 both yes 3331000 115000 3446000 CB4856
V 3335000 3336000 both yes 3331000 115000 3446000 CB4856
V 3336000 3337000 both yes 3331000 115000 3446000 CB4856
V 3337000 3338000 both yes 3331000 115000 3446000 CB4856
V 3338000 3339000 both yes 3331000 115000 3446000 CB4856
V 3339000 3340000 both yes 3331000 115000 3446000 CB4856
V 3340000 3341000 both yes 3331000 115000 3446000 CB4856
V 3341000 3342000 both yes 3331000 115000 3446000 CB4856
V 3342000 3343000 both yes 3331000 115000 3446000 CB4856
V 3343000 3344000 both yes 3331000 115000 3446000 CB4856
V 3344000 3345000 both yes 3331000 115000 3446000 CB4856
V 3345000 3346000 both yes 3331000 115000 3446000 CB4856
V 3346000 3347000 both yes 3331000 115000 3446000 CB4856
V 3347000 3348000 both yes 3331000 115000 3446000 CB4856
V 3348000 3349000 both yes 3331000 115000 3446000 CB4856
V 3349000 3350000 both yes 3331000 115000 3446000 CB4856
V 3350000 3351000 both yes 3331000 115000 3446000 CB4856
V 3351000 3352000 both yes 3331000 115000 3446000 CB4856
V 3352000 3353000 both yes 3331000 115000 3446000 CB4856
V 3353000 3354000 both yes 3331000 115000 3446000 CB4856
V 3354000 3355000 both yes 3331000 115000 3446000 CB4856
V 3355000 3356000 both yes 3331000 115000 3446000 CB4856
V 3356000 3357000 both yes 3331000 115000 3446000 CB4856
V 3357000 3358000 both yes 3331000 115000 3446000 CB4856
V 3358000 3359000 both yes 3331000 115000 3446000 CB4856
V 3359000 3360000 both yes 3331000 115000 3446000 CB4856
V 3360000 3361000 both yes 3331000 115000 3446000 CB4856
V 3361000 3362000 both yes 3331000 115000 3446000 CB4856
V 3362000 3363000 both yes 3331000 115000 3446000 CB4856
V 3363000 3364000 both yes 3331000 115000 3446000 CB4856
V 3364000 3365000 both yes 3331000 115000 3446000 CB4856
V 3365000 3366000 both yes 3331000 115000 3446000 CB4856
V 3366000 3367000 both yes 3331000 115000 3446000 CB4856
V 3367000 3368000 both yes 3331000 115000 3446000 CB4856
V 3368000 3369000 both yes 3331000 115000 3446000 CB4856
V 3369000 3370000 both yes 3331000 115000 3446000 CB4856
V 3370000 3371000 both yes 3331000 115000 3446000 CB4856
V 3371000 3372000 both yes 3331000 115000 3446000 CB4856
V 3372000 3373000 both yes 3331000 115000 3446000 CB4856
V 3373000 3374000 both yes 3331000 115000 3446000 CB4856
V 3374000 3375000 both yes 3331000 115000 3446000 CB4856
V 3375000 3376000 both yes 3331000 115000 3446000 CB4856
V 3376000 3377000 both yes 3331000 115000 3446000 CB4856
V 3377000 3378000 both yes 3331000 115000 3446000 CB4856
V 3378000 3379000 both yes 3331000 115000 3446000 CB4856
V 3379000 3380000 both yes 3331000 115000 3446000 CB4856
V 3380000 3381000 both yes 3331000 115000 3446000 CB4856
V 3381000 3382000 both yes 3331000 115000 3446000 CB4856
V 3382000 3383000 both yes 3331000 115000 3446000 CB4856
V 3383000 3384000 both yes 3331000 115000 3446000 CB4856
V 3384000 3385000 both yes 3331000 115000 3446000 CB4856
V 3385000 3386000 both yes 3331000 115000 3446000 CB4856
V 3386000 3387000 both yes 3331000 115000 3446000 CB4856
V 3387000 3388000 both yes 3331000 115000 3446000 CB4856
V 3388000 3389000 both yes 3331000 115000 3446000 CB4856
V 3389000 3390000 both yes 3331000 115000 3446000 CB4856
V 3390000 3391000 both yes 3331000 115000 3446000 CB4856
V 3391000 3392000 both yes 3331000 115000 3446000 CB4856
V 3392000 3393000 both yes 3331000 115000 3446000 CB4856
V 3393000 3394000 both yes 3331000 115000 3446000 CB4856
V 3394000 3395000 both yes 3331000 115000 3446000 CB4856
V 3395000 3396000 both yes 3331000 115000 3446000 CB4856
V 3396000 3397000 both yes 3331000 115000 3446000 CB4856
V 3397000 3398000 both yes 3331000 115000 3446000 CB4856
V 3398000 3399000 both yes 3331000 115000 3446000 CB4856
V 3399000 3400000 both yes 3331000 115000 3446000 CB4856
V 3400000 3401000 both yes 3331000 115000 3446000 CB4856
V 3401000 3402000 both yes 3331000 115000 3446000 CB4856
V 3402000 3403000 both yes 3331000 115000 3446000 CB4856
V 3403000 3404000 both yes 3331000 115000 3446000 CB4856
V 3404000 3405000 both yes 3331000 115000 3446000 CB4856
V 3405000 3406000 both yes 3331000 115000 3446000 CB4856
V 3406000 3407000 both yes 3331000 115000 3446000 CB4856
V 3407000 3408000 both yes 3331000 115000 3446000 CB4856
V 3408000 3409000 both yes 3331000 115000 3446000 CB4856
V 3409000 3410000 both yes 3331000 115000 3446000 CB4856
V 3410000 3411000 both yes 3331000 115000 3446000 CB4856
V 3411000 3412000 both yes 3331000 115000 3446000 CB4856
V 3412000 3413000 both yes 3331000 115000 3446000 CB4856
V 3413000 3414000 both yes 3331000 115000 3446000 CB4856
V 3414000 3415000 both yes 3331000 115000 3446000 CB4856
V 3415000 3416000 both yes 3331000 115000 3446000 CB4856
V 3416000 3417000 both yes 3331000 115000 3446000 CB4856
V 3417000 3418000 both yes 3331000 115000 3446000 CB4856
V 3418000 3419000 both yes 3331000 115000 3446000 CB4856
V 3419000 3420000 both yes 3331000 115000 3446000 CB4856
V 3420000 3421000 both yes 3331000 115000 3446000 CB4856
V 3421000 3422000 both yes 3331000 115000 3446000 CB4856
V 3422000 3423000 both yes 3331000 115000 3446000 CB4856
V 3423000 3424000 both yes 3331000 115000 3446000 CB4856
V 3424000 3425000 both yes 3331000 115000 3446000 CB4856
V 3425000 3426000 both yes 3331000 115000 3446000 CB4856
V 3426000 3427000 both yes 3331000 115000 3446000 CB4856
V 3427000 3428000 both yes 3331000 115000 3446000 CB4856
V 3428000 3429000 both yes 3331000 115000 3446000 CB4856
V 3429000 3430000 both yes 3331000 115000 3446000 CB4856
V 3430000 3431000 both yes 3331000 115000 3446000 CB4856
V 3431000 3432000 both yes 3331000 115000 3446000 CB4856
V 3432000 3433000 both yes 3331000 115000 3446000 CB4856
V 3433000 3434000 both yes 3331000 115000 3446000 CB4856
V 3434000 3435000 both yes 3331000 115000 3446000 CB4856
V 3435000 3436000 both yes 3331000 115000 3446000 CB4856
V 3436000 3437000 both yes 3331000 115000 3446000 CB4856
V 3437000 3438000 both yes 3331000 115000 3446000 CB4856
V 3438000 3439000 both yes 3331000 115000 3446000 CB4856
V 3439000 3440000 both yes 3331000 115000 3446000 CB4856
V 3440000 3441000 both yes 3331000 115000 3446000 CB4856
V 3441000 3442000 both yes 3331000 115000 3446000 CB4856
V 3442000 3443000 short_only yes 3331000 115000 3446000 CB4856
V 3443000 3444000 short_only yes 3331000 115000 3446000 CB4856
V 3444000 3445000 short_only yes 3331000 115000 3446000 CB4856
V 3445000 3446000 short_only yes 3331000 115000 3446000 CB4856
V 3859000 3860000 short_only yes 3859000 11000 3870000 CB4856
V 3860000 3861000 short_only yes 3859000 11000 3870000 CB4856
V 3861000 3862000 short_only yes 3859000 11000 3870000 CB4856
V 3862000 3863000 short_only yes 3859000 11000 3870000 CB4856
V 3863000 3864000 short_only yes 3859000 11000 3870000 CB4856
V 3864000 3865000 short_only yes 3859000 11000 3870000 CB4856
V 3865000 3866000 short_only yes 3859000 11000 3870000 CB4856
V 3866000 3867000 short_only yes 3859000 11000 3870000 CB4856
V 3867000 3868000 short_only yes 3859000 11000 3870000 CB4856
V 3868000 3869000 short_only yes 3859000 11000 3870000 CB4856
V 3869000 3870000 short_only yes 3859000 11000 3870000 CB4856
V 3905000 3906000 short_only yes 3905000 16000 3921000 CB4856
V 3906000 3907000 short_only yes 3905000 16000 3921000 CB4856
V 3907000 3908000 short_only yes 3905000 16000 3921000 CB4856
V 3908000 3909000 short_only yes 3905000 16000 3921000 CB4856
V 3909000 3910000 short_only yes 3905000 16000 3921000 CB4856
V 3910000 3911000 short_only yes 3905000 16000 3921000 CB4856
V 3911000 3912000 short_only yes 3905000 16000 3921000 CB4856
V 3912000 3913000 short_only yes 3905000 16000 3921000 CB4856
V 3913000 3914000 short_only yes 3905000 16000 3921000 CB4856
V 3914000 3915000 short_only yes 3905000 16000 3921000 CB4856
V 3915000 3916000 short_only yes 3905000 16000 3921000 CB4856
V 3916000 3917000 short_only yes 3905000 16000 3921000 CB4856
V 3917000 3918000 short_only yes 3905000 16000 3921000 CB4856
V 3918000 3919000 short_only yes 3905000 16000 3921000 CB4856
V 3919000 3920000 short_only yes 3905000 16000 3921000 CB4856
V 3920000 3921000 short_only yes 3905000 16000 3921000 CB4856
V 3939000 3940000 short_only yes 3939000 21000 3960000 CB4856
V 3940000 3941000 short_only yes 3939000 21000 3960000 CB4856
V 3941000 3942000 both yes 3939000 21000 3960000 CB4856
V 3942000 3943000 both yes 3939000 21000 3960000 CB4856
V 3943000 3944000 both yes 3939000 21000 3960000 CB4856
V 3944000 3945000 both yes 3939000 21000 3960000 CB4856
V 3945000 3946000 both yes 3939000 21000 3960000 CB4856
V 3946000 3947000 both yes 3939000 21000 3960000 CB4856
V 3947000 3948000 both yes 3939000 21000 3960000 CB4856
V 3948000 3949000 both yes 3939000 21000 3960000 CB4856
V 3949000 3950000 both yes 3939000 21000 3960000 CB4856
V 3950000 3951000 both yes 3939000 21000 3960000 CB4856
V 3951000 3952000 both yes 3939000 21000 3960000 CB4856
V 3952000 3953000 both yes 3939000 21000 3960000 CB4856
V 3953000 3954000 both yes 3939000 21000 3960000 CB4856
V 3954000 3955000 both yes 3939000 21000 3960000 CB4856
V 3955000 3956000 both yes 3939000 21000 3960000 CB4856
V 3956000 3957000 both yes 3939000 21000 3960000 CB4856
V 3957000 3958000 both yes 3939000 21000 3960000 CB4856
V 3958000 3959000 both yes 3939000 21000 3960000 CB4856
